generated_at,date,unit_id,item_id,item_title,word,direct,intermediate,indirect
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-04,Winter System Brings Heavy Snow,weather,State of the atmosphere at a particular place and time,This term is often used in forecasts to describe temperature and precipitation,A factor that can make or break outdoor plans
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-04,Winter System Brings Heavy Snow,sweeping,Moving rapidly and widely across something,"This term can describe a wide range of actions, from physical movements to emotional effects","Like a broom, but for large areas or concepts"
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-04,Winter System Brings Heavy Snow,major,Of great importance or magnitude,This term is often used to describe significant events or issues,"A big deal, something that stands out from the rest"
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-04,Winter System Brings Heavy Snow,system,A set of connected things or parts that work together,This term can refer to complex networks or organizations,"Like the human body, but for non-living things"
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-04,Winter System Brings Heavy Snow,disruptions,Acts of interrupting or disturbing something,This term can describe events that cause problems or delays,"Like throwing a stone into a calm lake, causing ripples"
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-05,Listeners Receive Storm Updates,Listeners,People who hear something,These individuals are often targeted by radio broadcasts or podcasts,Ears that are tuned in
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-05,Listeners Receive Storm Updates,practical,Useful for a specific purpose,This type of advice is often preferred in everyday situations,Hands-on wisdom
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-05,Listeners Receive Storm Updates,regional,Relating to a specific area,This term is often used in geography or government contexts,A neighborhood of the world
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-05,Listeners Receive Storm Updates,infrastructure,Basic systems and structures needed for a country or organization,"This includes things like roads, bridges, and public services",The backbone of a community
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-05,Listeners Receive Storm Updates,closures,The act of closing something,"This can happen to businesses, roads, or institutions due to various reasons",A sealing of access
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-05,Listeners Receive Storm Updates,delays,A period of time when something is late,"These can occur in transportation, schedules, or projects",Moments of waiting
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-06,New Research Raises Questions About Neanderthals,research,A systematic investigation into something,It is often conducted in academic and scientific fields to gain a deeper understanding of a subject,"A careful search for answers, like being a detective for knowledge"
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-06,New Research Raises Questions About Neanderthals,skew,A distorted or biased representation,It can refer to a statistical distribution that is not symmetrical,"Like a reflection in a funhouse mirror, where things appear uneven"
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-06,New Research Raises Questions About Neanderthals,remains,The parts of something that are left after it has been destroyed or disappeared,"In archaeology, it often refers to the leftovers from past human activity","The silent witnesses of history, holding secrets of the past"
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-06,New Research Raises Questions About Neanderthals,bias,A prejudice or partiality that influences judgment,"In scientific studies, it can affect the accuracy of the results",A leaning or inclination that can throw things off balance
2026-03-02T03:36:31Z,2026-02-01,news-2026-02-01,news-2026-02-01-06,New Research Raises Questions About Neanderthals,sampling,The process of selecting a subset of items from a larger group,It is used in statistics to make inferences about a population,"A taste or preview of the whole, like a small bite of a big meal"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-01,President Reshapes Federal Power,aggressively,In a forceful and energetic manner,"This is how someone might behave when they really want to achieve something, often taking bold actions","Like a strong wind that cannot be ignored, this approach leaves a lasting impression"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-01,President Reshapes Federal Power,executive,Relating to the person or group in charge,This term is often used to describe high-level decision makers or leaders in organizations,"The top seat at the table, where big decisions are made"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-01,President Reshapes Federal Power,authority,The power or right to control or command,"This concept is important in organizations, as it determines who can make decisions and take actions",A kind of invisible badge that gives someone the ability to make rules or enforce them
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-01,President Reshapes Federal Power,consequences,Results or effects of a particular action,"When making decisions, it's essential to consider what might happen as a result, both good and bad","Like ripples on a pond, these can spread out and affect many things over time"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-02,Lawmakers Focus on Clinton's Testimony,testimony,"A formal statement, especially one given in a court of law","It is often given by a witness or an expert in a trial or hearing, providing crucial information","A voice from the past, echoing through the halls of justice, shaping the course of events"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-02,Lawmakers Focus on Clinton's Testimony,focused,Concentrating attention or effort on something,It involves directing one's mind or energies towards a particular task or activity,"Like a lens zooming in, clarifying the important details"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-02,Lawmakers Focus on Clinton's Testimony,probing,Asking questions in order to get information,"It is often used to investigate or examine something closely, like a journalist investigating a story","A gentle yet firm touch, seeking to uncover what lies beneath the surface"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-02,Lawmakers Focus on Clinton's Testimony,reverberate,To have a lasting impact or effect,It can be used to describe how an event or action continues to influence or affect something over time,"Ripples on a pond, spreading out and disturbing the calm waters"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-03,Episode Explores Accountability Questions,episode,A part of a story or broadcast,It is often a segment of a larger series or show,"Think of a slice of a narrative, like a chapter in a book"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-03,Episode Explores Accountability Questions,connections,Relationships or links between things,"These are often found between ideas, events, or concepts",Imagine threads that weave separate items together
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-03,Episode Explores Accountability Questions,hearings,Official meetings to gather information,They are typically formal and conducted by a panel or committee,Picture a room where people come to share their voices and perspectives
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-03,Episode Explores Accountability Questions,accountability,The state of being responsible for actions,This concept is crucial in maintaining trust and fairness,Consider the idea of having to answer for one's deeds
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-03,Episode Explores Accountability Questions,investigations,Systematic examinations or research,These are conducted to uncover facts or understand a situation,"Think of a thorough search for truth, like following a trail of clues"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-03,Episode Explores Accountability Questions,damage,Harm or injury caused to something,"This can be physical, emotional, or financial","Imagine a crack in a surface, or a wound that needs healing"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-04,Winter System Brings Heavy Snow,weather,State of the atmosphere at a particular place and time,People often check this before going outside to plan their day,"It can be sunny, rainy, or anything in between, affecting our moods"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-04,Winter System Brings Heavy Snow,major,Very important or of great significance,This term is often used to describe events or issues that have a big impact,"Imagine something that stands out from the rest, demanding attention and respect"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-04,Winter System Brings Heavy Snow,system,A set of connected things or parts working together,"In science, this term refers to a group of elements that interact with each other",Think of a network of paths that connect and function as a whole
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-04,Winter System Brings Heavy Snow,sweeping,"Moving with a wide, curved motion, often quickly and forcefully",This term can describe a gesture or a change that covers a large area,"Picture a broom moving across the floor, covering a lot of ground"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-04,Winter System Brings Heavy Snow,disruptions,Acts or events that interrupt or disturb something,This term is often used to describe problems or issues that affect normal activities,Imagine a smooth flow of events being suddenly broken or disturbed
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-05,Storm Preparation Underway,listeners,People who hear something,"These individuals are typically paying attention to a broadcast or a speaker, and they are often a target audience","The silent partners in a conversation, absorbing every sound and syllable"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-05,Storm Preparation Underway,practical,Useful for a specific purpose,"This type of advice is often focused on solving real-world problems, rather than theoretical ones","The kind of guidance that helps you get things done, rather than just thinking about them"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-05,Storm Preparation Underway,infrastructure,Basic systems and structures needed for a country or organization to function,"This includes things like roads, buildings, and utilities, which are essential for daily life and economic activity","The hidden backbone of a community, supporting everything from transportation to communication"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-05,Storm Preparation Underway,closures,"The act of closing something, such as a business or a road","These are often announced in advance, to give people time to prepare and make alternative arrangements","A sudden stop, like a door slamming shut, that can disrupt plans and routines"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-05,Storm Preparation Underway,delays,A period of time when something is late or slowed down,"These can be frustrating, especially when they happen to important events or schedules","The pause between expectation and reality, when anticipation stretches out into uncertainty"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-06,New Research Raises Questions,research,Systematic investigation into something,This is often conducted in academic or scientific fields to gather new information,"A thorough search for answers, like being a detective"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-06,New Research Raises Questions,skew,A deviation from a normal or expected direction,"In statistics, this refers to an asymmetrical distribution of data",Like a picture hanging crookedly on the wall
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-06,New Research Raises Questions,survival,The state of remaining alive,This is often a priority in emergency situations or harsh environments,"Staying alive against all odds, like a plant growing in the desert"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-06,New Research Raises Questions,structures,Buildings or organizations with a specific pattern,"These can be physical, like a house, or social, like a community","Like the framework of a bridge, supporting and connecting different parts"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-06,New Research Raises Questions,bias,A prejudice or unfair inclination,"In science, this can affect the results of a study or experiment","A leaning towards one side, like a seesaw that's not balanced"
2026-03-02T03:36:31Z,2026-03-01,news-2026-03-01,news-2026-03-01-06,New Research Raises Questions,sampling,The process of selecting a subset of items,This is often used in research to make inferences about a larger group,Like taking a small bite of food to taste the whole dish
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-01,Learning About Islands,islands,Landmasses surrounded by water,"These can be found in oceans and seas, and are often popular tourist destinations","Imagine a place where the sound of waves is ever-present, and the horizon meets the sea"
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-01,Learning About Islands,world,The planet we live on,This is the context in which we compare the size of islands,"A big stage where many stories unfold, and geography plays a key role"
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-01,Learning About Islands,geography,The study of the Earth's physical features,This subject is taught in schools to help kids understand their surroundings,"Unraveling the secrets of the Earth, one map at a time"
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-01,Learning About Islands,lesson,A period of time spent learning something,"In a classroom setting, this is a structured way of teaching new information","A guided journey of discovery, where knowledge is the treasure"
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-01,Learning About Islands,maps,Visual representations of areas,These are often used in schools to help kids learn about different places,Unfolding a piece of paper to reveal a new world of possibilities
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-02,Islands Form in Oceans and Lakes,landform,A natural geographical feature,"It can be a mountain, hill, or valley, and is often studied in geography","The shape of the earth's surface, carved by time and nature"
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-02,Islands Form in Oceans and Lakes,oceans,Very large bodies of saltwater,They cover most of the earth's surface and are home to a diverse range of marine life,Endless blue expanses that evoke a sense of awe and mystery
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-02,Islands Form in Oceans and Lakes,lakes,Bodies of freshwater surrounded by land,"They can be small or large, and are often popular spots for recreation and relaxation",Serene and peaceful bodies of water that reflect the beauty of their surroundings
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-02,Islands Form in Oceans and Lakes,rivers,Natural flowing bodies of water,"They often connect lakes and oceans, and play a crucial role in shaping the landscape",Life-giving arteries that pulse through the heart of the earth
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-02,Islands Form in Oceans and Lakes,continent,A large area of land,"It is often separated from other landmasses by oceans, and has its own distinct geography and climate",A vast and sprawling entity that gives identity to the people and places within it
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-02,Islands Form in Oceans and Lakes,surrounded,Encircled or enclosed on all sides,It describes something that is completely encased or enveloped by something else,"A state of being enveloped, like being in the midst of a warm embrace"
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-02,Islands Form in Oceans and Lakes,area,A particular part of a surface or space,"It can be measured and defined, and is often used to describe a specific region or location",A defined portion of space that has its own unique character and boundaries
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-03,Islands Form in Various Shapes,islands,Landmasses surrounded by water,"These can be found in groups or alone in the ocean, and are often given different names based on their size or shape","Pieces of earth that sea surrounds, making them isolated worlds"
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-03,Islands Form in Various Shapes,atoll,A ring-shaped coral reef structure,This type of formation is typically found on top of a volcano that has eroded over time,A circular barrier that protects a secret sea within
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-03,Islands Form in Various Shapes,archipelago,A group of islands clustered together,"This term is used to describe a collection of islands that are located near each other, often sharing similar geographical features",A scattering of land jewels across the ocean's surface
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-03,Islands Form in Various Shapes,volcano,A landform that occurs when magma from the Earth's interior rises to the surface,"Over time, the top of this geological formation can erode, leaving behind a unique shape","A mountain that once spewed fire, now a quiet giant beneath the waves"
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-03,Islands Form in Various Shapes,reef,A barrier of rocks or coral near the surface of the sea,This underwater structure can be home to a diverse array of marine life and is often found in tropical waters,A hidden wall that shelters a vibrant city of sea creatures
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-03,Islands Form in Various Shapes,eroded,Worn away by natural forces such as wind or water,"This process can change the shape of landforms over time, creating new geological features",Transformed by the gentle yet persistent touch of the elements
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-04,Islands Formed in Different Ways,volcanoes,A mountain that opens downward to a pool of molten rock,These are often found under the sea and can create new land,Fire-breathing giants that shape the earth's surface
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-04,Islands Formed in Different Ways,shelf,"A long, narrow, flat piece of land under the sea",It's a part of the continent that's underwater,The edge of a vast table that's hidden beneath the waves
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-04,Islands Formed in Different Ways,mainly,"For the most part, or in large part",This word is used to describe the primary way something happens,"A majority, or the largest share of something"
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-04,Islands Formed in Different Ways,example,Something that illustrates or explains an idea,It's used to help people understand a concept by showing a specific case,A real-life illustration that makes an abstract idea more concrete
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-04,Islands Formed in Different Ways,Atlantic,One of the world's major oceans,This ocean is located between the Americas and Europe and Africa,A vast body of water that separates the old world from the new
2026-03-05T02:36:19Z,2026-03-04,news-2026-03-04,news-2026-03-04-04,Islands Formed in Different Ways,oceanic,Relating to the ocean,This term describes islands that are not connected to a continent,"Of or pertaining to the vast, open sea"
